# source=Extracted from Arma 3 PBO config dumps via SQF/config parser; RHA values calibrated against NIJ 0101.06, NIJ 0108.01
# confidence=Estimated for vanilla items, researched for DLC/CDLC items (see data/armor/standards/ & data/sources/)
# classname	item_type	clothing_category	primary_material	backing_material	thickness_mm	nij_rating	rha_mm	confidence	manufacturer	model	camo
tfl_new_tuck_wasteman_blk_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_wasteman_blk_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_wasteman_blk_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_wasteman_blk_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_wasteman_cb_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_wasteman_cb_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_wasteman_cb_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_wasteman_cb_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_wasteman_cb_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_wasteman_cb_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_wasteman_cb_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_wasteman_cb_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_wasteman_dtgr_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_dtgr_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_dtgr_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_dtgr_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_dtgr_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_dtgr_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_dtgr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_dtgr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_gry_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_wasteman_gry_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_wasteman_gry_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_wasteman_gry_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_wasteman_gry_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_wasteman_gry_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_wasteman_gry_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_wasteman_gry_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_wasteman_m81_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_wasteman_m81_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_wasteman_m81_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_wasteman_m81_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_wasteman_m81_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_wasteman_m81_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_wasteman_m81_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_wasteman_m81_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_wasteman_marpat_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_wasteman_marpat_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_wasteman_marpat_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_wasteman_marpat_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_wasteman_marpat_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_wasteman_marpat_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_wasteman_marpat_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_wasteman_marpat_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_wasteman_mc_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mc_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mc_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mc_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mc_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mc_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mc_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mc_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mca_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mca_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mca_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mca_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mca_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mca_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mca_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mca_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mcb_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mcb_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mcb_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mcb_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mcb_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mcb_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mcb_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mcb_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mct_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mct_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mct_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mct_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mct_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mct_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mct_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_mct_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rdbs_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rdbs_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rdbs_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rdbs_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rdbs_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rdbs_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rdbs_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rdbs_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_rg_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_wasteman_rg_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_wasteman_rg_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_wasteman_rg_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_wasteman_rg_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_wasteman_rg_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_wasteman_rg_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_wasteman_rg_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_wasteman_tgr_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_tgr_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_tgr_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_tgr_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_tgr_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_tgr_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_tgr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_wasteman_tgr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_aor1_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_tuck_yoda_aor1_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_tuck_yoda_aor1_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_tuck_yoda_aor1_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_tuck_yoda_aor1_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_tuck_yoda_aor1_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_tuck_yoda_aor1_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_tuck_yoda_aor1_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-1
tfl_new_tuck_yoda_aor2_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_tuck_yoda_aor2_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_tuck_yoda_aor2_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_tuck_yoda_aor2_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_tuck_yoda_aor2_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_tuck_yoda_aor2_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_tuck_yoda_aor2_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_tuck_yoda_aor2_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	AOR-2
tfl_new_tuck_yoda_blk_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_yoda_blk_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_yoda_blk_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_yoda_blk_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_yoda_blk_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_yoda_blk_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_yoda_blk_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_yoda_blk_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
tfl_new_tuck_yoda_cb_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_yoda_cb_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_yoda_cb_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_yoda_cb_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_yoda_cb_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_yoda_cb_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_yoda_cb_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_yoda_cb_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Coyote Brown
tfl_new_tuck_yoda_dtgr_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_dtgr_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_dtgr_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_dtgr_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_dtgr_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_dtgr_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_dtgr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_dtgr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_gry_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_yoda_gry_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_yoda_gry_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_yoda_gry_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_yoda_gry_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_yoda_gry_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_yoda_gry_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_yoda_gry_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Grey
tfl_new_tuck_yoda_m81_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_yoda_m81_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_yoda_m81_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_yoda_m81_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_yoda_m81_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_yoda_m81_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_yoda_m81_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_yoda_m81_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	M81 Woodland
tfl_new_tuck_yoda_marpat_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_yoda_marpat_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_yoda_marpat_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_yoda_marpat_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_yoda_marpat_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_yoda_marpat_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_yoda_marpat_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_yoda_marpat_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	MARPAT
tfl_new_tuck_yoda_mc_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mc_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mc_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mc_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mc_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mc_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mc_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mc_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mca_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mca_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mca_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mca_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mca_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mca_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mca_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mca_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mcb_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mcb_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mcb_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mcb_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mcb_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mcb_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mcb_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mcb_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mct_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mct_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mct_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mct_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mct_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mct_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mct_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_mct_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rdbs_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rdbs_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rdbs_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rdbs_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rdbs_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rdbs_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rdbs_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rdbs_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	
tfl_new_tuck_yoda_rg_np_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_yoda_rg_np_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_yoda_rg_npl_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_yoda_rg_npl_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_yoda_rg_npr_uniform	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
tfl_new_tuck_yoda_rg_npr_uniform_g	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Ranger Green
